word,domain,intl,variant,final_policy,form,phonemes,syl_before,syl_after,syl_inflation,len_before,len_after,len_inflation,n_epenthesis,n_deleted,n_lossy_segment,n_attested,attested_langs,sim_attested,sim_attested_min,sim_restrictive,sim_permissive,sim_attested_learned,sim_ceiling,sim_attested_pairwise,why,intl_note,retention
energy,chem/phys,energia,V4,epenthesize,energia,energia,4,4,1.0,7,7,1.0,0,0,0,8,ja|id|tr|ru|es|fi|hu|cs,0.9034,0.7143,0.7143,0.9304,0.8881,0.9034,0.8458,soft g between vowels; final -ia ending,ru/es/tr/id/hu shape energi(a),1.0
energy,chem/phys,energia,V5,delete,energia,energia,4,4,1.0,7,7,1.0,0,0,0,8,ja|id|tr|ru|es|fi|hu|cs,0.9034,0.7143,0.7143,0.9304,0.8881,0.9034,0.8458,soft g between vowels; final -ia ending,ru/es/tr/id/hu shape energi(a),1.0
energy,chem/phys,energia,V5,epenthesize,energia,energia,4,4,1.0,7,7,1.0,0,0,0,8,ja|id|tr|ru|es|fi|hu|cs,0.9034,0.7143,0.7143,0.9304,0.8881,0.9034,0.8458,soft g between vowels; final -ia ending,ru/es/tr/id/hu shape energi(a),1.0
energy,chem/phys,energia,V3C,delete,enerigia,energia,4,5,1.25,7,8,1.1429,1,0,0,8,ja|id|tr|ru|es|fi|hu|cs,0.8165,0.7004,0.8491,0.8119,0.804,0.9034,0.8458,soft g between vowels; final -ia ending,ru/es/tr/id/hu shape energi(a),0.9038
energy,chem/phys,energia,V3C,epenthesize,enerigia,energia,4,5,1.25,7,8,1.1429,1,0,0,8,ja|id|tr|ru|es|fi|hu|cs,0.8165,0.7004,0.8491,0.8119,0.804,0.9034,0.8458,soft g between vowels; final -ia ending,ru/es/tr/id/hu shape energi(a),0.9038
plastic,chem/phys,plastic,V1,delete,pulasiti,plastik,2,4,2.0,7,8,1.1429,2,1,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6524,0.5414,0.7262,0.6208,0.6047,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8033
plastic,chem/phys,plastic,V1,epenthesize,pulasitiki,plastik,2,5,2.5,7,10,1.4286,3,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6839,0.5,0.8094,0.63,0.6717,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.842
plastic,chem/phys,plastic,V2,delete,pulasiti,plastik,2,4,2.0,7,8,1.1429,2,1,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6524,0.5414,0.7262,0.6208,0.6047,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8033
plastic,chem/phys,plastic,V2,epenthesize,pulasitiki,plastik,2,5,2.5,7,10,1.4286,3,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6839,0.5,0.8094,0.63,0.6717,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.842
plastic,chem/phys,plastic,V3,delete,pulasiti,plastik,2,4,2.0,7,8,1.1429,2,1,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6524,0.5414,0.7262,0.6208,0.6047,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8033
plastic,chem/phys,plastic,V3,epenthesize,pulasitiki,plastik,2,5,2.5,7,10,1.4286,3,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6839,0.5,0.8094,0.63,0.6717,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.842
plastic,chem/phys,plastic,V4,delete,pulasiti,plastik,2,4,2.0,7,8,1.1429,2,1,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6524,0.5414,0.7262,0.6208,0.6047,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8033
plastic,chem/phys,plastic,V4,epenthesize,pulasitiki,plastik,2,5,2.5,7,10,1.4286,3,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.6839,0.5,0.8094,0.63,0.6717,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.842
plastic,chem/phys,plastic,V5,delete,pulastik,plastik,2,3,1.5,7,8,1.1429,1,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.7393,0.5328,0.7481,0.7356,0.7447,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.9102
plastic,chem/phys,plastic,V5,epenthesize,pulastik,plastik,2,3,1.5,7,8,1.1429,1,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.7393,0.5328,0.7481,0.7356,0.7447,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.9102
plastic,chem/phys,plastic,V3C,delete,plasiti,plastik,2,3,1.5,7,7,1.0,1,1,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.7145,0.6019,0.71,0.7165,0.6625,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8797
plastic,chem/phys,plastic,V3C,epenthesize,plasitiki,plastik,2,4,2.0,7,9,1.2857,2,0,1,10,ja|ko|hi|sw|id|tr|ru|es|is|cs,0.7284,0.5556,0.7811,0.7058,0.7128,0.8122,0.6978,"/pl/ onset cluster, /st/ medial cluster, final /k/ - three repairs in one word",,0.8968
virus,bio/med,virus,V1,delete,firu,firus,2,2,1.0,5,4,0.8,0,1,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.6816,0.4741,0.5919,0.7265,0.5194,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.819
virus,bio/med,virus,V1,epenthesize,firusi,firus,2,3,1.5,5,6,1.2,1,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8156,0.6724,0.8285,0.8091,0.7067,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9801
virus,bio/med,virus,V2,delete,firu,firus,2,2,1.0,5,4,0.8,0,1,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.6816,0.4741,0.5919,0.7265,0.5194,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.819
virus,bio/med,virus,V2,epenthesize,firusi,firus,2,3,1.5,5,6,1.2,1,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8156,0.6724,0.8285,0.8091,0.7067,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9801
virus,bio/med,virus,V3,delete,firu,firus,2,2,1.0,5,4,0.8,0,1,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.6816,0.4741,0.5919,0.7265,0.5194,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.819
virus,bio/med,virus,V3,epenthesize,firusi,firus,2,3,1.5,5,6,1.2,1,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8156,0.6724,0.8285,0.8091,0.7067,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9801
virus,bio/med,virus,V4,delete,firu,firus,2,2,1.0,5,4,0.8,0,1,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.6816,0.4741,0.5919,0.7265,0.5194,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.819
virus,bio/med,virus,V4,epenthesize,firusi,firus,2,3,1.5,5,6,1.2,1,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8156,0.6724,0.8285,0.8091,0.7067,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9801
virus,bio/med,virus,V5,delete,firus,firus,2,2,1.0,5,5,1.0,0,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8268,0.5379,0.7597,0.8603,0.7269,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9935
virus,bio/med,virus,V5,epenthesize,firus,firus,2,2,1.0,5,5,1.0,0,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8268,0.5379,0.7597,0.8603,0.7269,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9935
virus,bio/med,virus,V3C,delete,firu,firus,2,2,1.0,5,4,0.8,0,1,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.6816,0.4741,0.5919,0.7265,0.5194,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.819
virus,bio/med,virus,V3C,epenthesize,firusi,firus,2,3,1.5,5,6,1.2,1,0,1,12,ja|ko|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8156,0.6724,0.8285,0.8091,0.7067,0.8322,0.7415,the /v/ three-way ambiguity plus the -us ending; adapted worldwide,,0.9801
bacteria,bio/med,bacteria,V1,delete,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V1,epenthesize,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V2,delete,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V2,epenthesize,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V3,delete,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V3,epenthesize,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V4,delete,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V4,epenthesize,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V5,delete,bakteria,bakteria,4,4,1.0,8,8,1.0,0,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.8808,0.7147,0.8793,0.8813,0.8392,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,1.0
bacteria,bio/med,bacteria,V5,epenthesize,bakteria,bakteria,4,4,1.0,8,8,1.0,0,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.8808,0.7147,0.8793,0.8813,0.8392,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,1.0
bacteria,bio/med,bacteria,V3C,delete,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
bacteria,bio/med,bacteria,V3C,epenthesize,bakiteria,bakteria,4,5,1.25,8,9,1.125,1,0,1,9,id|tr|ru|es|fi|ha|ta|hu|cs,0.7756,0.6238,0.7682,0.7777,0.757,0.8808,0.8128,"/kt/ medial cluster, -ia ending, c->k before t",,0.8806
antibiotic,bio/med,antibiotic,V1,delete,anitibioti,antibiotik,5,6,1.2,10,10,1.0,1,1,1,8,sw|id|tr|ru|es|fi|hu|cs,0.7212,0.6667,0.7273,0.7203,0.6947,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.8207
antibiotic,bio/med,antibiotic,V1,epenthesize,anitibiotiki,antibiotik,5,7,1.4,10,12,1.2,2,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8342,0.7256,0.9167,0.8225,0.816,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.9492
antibiotic,bio/med,antibiotic,V2,delete,antibioti,antibiotik,5,5,1.0,10,9,0.9,0,1,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8114,0.75,0.8182,0.8104,0.7661,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.9233
antibiotic,bio/med,antibiotic,V2,epenthesize,antibiotiki,antibiotik,5,6,1.2,10,11,1.1,1,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.9124,0.7915,1.0,0.8998,0.8797,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0382
antibiotic,bio/med,antibiotic,V3,delete,antibioti,antibiotik,5,5,1.0,10,9,0.9,0,1,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8114,0.75,0.8182,0.8104,0.7661,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.9233
antibiotic,bio/med,antibiotic,V3,epenthesize,antibiotiki,antibiotik,5,6,1.2,10,11,1.1,1,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.9124,0.7915,1.0,0.8998,0.8797,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0382
antibiotic,bio/med,antibiotic,V4,delete,antibioti,antibiotik,5,5,1.0,10,9,0.9,0,1,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8114,0.75,0.8182,0.8104,0.7661,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.9233
antibiotic,bio/med,antibiotic,V4,epenthesize,antibiotiki,antibiotik,5,6,1.2,10,11,1.1,1,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.9124,0.7915,1.0,0.8998,0.8797,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0382
antibiotic,bio/med,antibiotic,V5,delete,antibiotik,antibiotik,5,5,1.0,10,10,1.0,0,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8788,0.7273,0.9091,0.8745,0.8667,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0
antibiotic,bio/med,antibiotic,V5,epenthesize,antibiotik,antibiotik,5,5,1.0,10,10,1.0,0,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8788,0.7273,0.9091,0.8745,0.8667,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0
antibiotic,bio/med,antibiotic,V3C,delete,antibioti,antibiotik,5,5,1.0,10,9,0.9,0,1,1,8,sw|id|tr|ru|es|fi|hu|cs,0.8114,0.75,0.8182,0.8104,0.7661,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,0.9233
antibiotic,bio/med,antibiotic,V3C,epenthesize,antibiotiki,antibiotik,5,6,1.2,10,11,1.1,1,0,1,8,sw|id|tr|ru|es|fi|hu|cs,0.9124,0.7915,1.0,0.8998,0.8797,0.8788,0.8541,"long word: does length inflation compound? /nt/ cluster, final /k/",,1.0382
vitamin,bio/med,vitamin,V1,delete,fitami,fitamin,3,3,1.0,7,6,0.8571,0,1,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8072,0.6628,0.8145,0.804,0.7186,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.8519
vitamin,bio/med,vitamin,V1,epenthesize,fitamini,fitamin,3,4,1.3333,7,8,1.1429,1,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.8927,0.8491,0.8922,0.8929,0.8657,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9422
vitamin,bio/med,vitamin,V2,delete,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V2,epenthesize,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V3,delete,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V3,epenthesize,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V4,delete,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V4,epenthesize,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V5,delete,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V5,epenthesize,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V3C,delete,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
vitamin,bio/med,vitamin,V3C,epenthesize,fitamin,fitamin,3,3,1.0,7,7,1.0,0,0,1,13,ja|ko|hi|sw|id|tr|ru|es|fi|vi|is|hu|cs,0.9435,0.7739,0.9529,0.9394,0.9068,0.9475,0.9149,"/v/ again, in a word with no clusters at all - isolates the /v/ decision",,0.9958
protein,bio/med,protein,V1,delete,purotei,protein,3,4,1.3333,7,7,1.0,1,1,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.6892,0.5556,0.7282,0.6697,0.6044,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.8092
protein,bio/med,protein,V1,epenthesize,puroteini,protein,3,5,1.6667,7,9,1.2857,2,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7516,0.659,0.7465,0.7542,0.7629,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.8825
protein,bio/med,protein,V2,delete,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V2,epenthesize,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V3,delete,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V3,epenthesize,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V4,delete,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V4,epenthesize,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V5,delete,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V5,epenthesize,purotein,protein,3,4,1.3333,7,8,1.1429,1,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.7697,0.625,0.7565,0.7763,0.7811,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,0.9037
protein,bio/med,protein,V3C,delete,protein,protein,3,3,1.0,7,7,1.0,0,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.8517,0.6527,0.7693,0.8929,0.843,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,1.0
protein,bio/med,protein,V3C,epenthesize,protein,protein,3,3,1.0,7,7,1.0,0,0,0,9,hi|sw|id|tr|es|fi|vi|ta|is,0.8517,0.6527,0.7693,0.8929,0.843,0.8517,0.7781,"/pr/ onset, vowel hiatus /ei/, final /n/",,1.0
hormone,bio/med,hormon,V1,delete,horimo,hormon,2,3,1.5,6,6,1.0,1,1,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.7121,0.5833,0.8325,0.672,0.5764,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.8012
hormone,bio/med,hormon,V1,epenthesize,horimoni,hormon,2,4,2.0,6,8,1.3333,2,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.7787,0.7241,0.8204,0.7648,0.7811,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.8761
hormone,bio/med,hormon,V2,delete,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
hormone,bio/med,hormon,V2,epenthesize,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
hormone,bio/med,hormon,V3,delete,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
hormone,bio/med,hormon,V3,epenthesize,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
hormone,bio/med,hormon,V4,delete,hormon,hormon,2,2,1.0,6,6,1.0,0,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8888,0.6667,0.7937,0.9205,0.8813,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,1.0
hormone,bio/med,hormon,V4,epenthesize,hormon,hormon,2,2,1.0,6,6,1.0,0,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8888,0.6667,0.7937,0.9205,0.8813,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,1.0
hormone,bio/med,hormon,V5,delete,hormon,hormon,2,2,1.0,6,6,1.0,0,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8888,0.6667,0.7937,0.9205,0.8813,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,1.0
hormone,bio/med,hormon,V5,epenthesize,hormon,hormon,2,2,1.0,6,6,1.0,0,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8888,0.6667,0.7937,0.9205,0.8813,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,1.0
hormone,bio/med,hormon,V3C,delete,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
hormone,bio/med,hormon,V3C,epenthesize,horimon,hormon,2,3,1.5,6,7,1.1667,1,0,0,12,ja|ko|hi|sw|id|tr|ru|es|fi|is|hu|cs,0.8095,0.5714,0.8883,0.7833,0.8008,0.8888,0.819,"/r/ coda mid-word, silent final -e in English but not internationally",tr/ru/id/cs/hu shape hormon,0.9108
malaria,bio/med,malaria,V1,delete,malaria,malaria,4,4,1.0,7,7,1.0,0,0,0,12,ja|ko|hi|sw|id|ru|es|fi|ta|is|hu|cs,0.9437,0.7778,0.927,0.952,0.9037,0.9437,0.9023,already legal under V1 except for the -ia hiatus: a floor case,,1.0
